id,first_name,last_name,hand,birth_date,country_code,clean_birth_date
204155,Timmy,Kovac,U,19840121,SLO,1984-01-21
204156,Andy,Fitzell,R,19760317,USA,1976-03-17
204157,Tyler,Weekes,R,19820603,USA,1982-06-03
204158,Antonio,Salopek,U,19870130,CRO,1987-01-30
204159,Manuel,Calvo,U,19760204,MEX,1976-02-04
204160,Duje,Calusic,U,19750503,CRO,1975-05-03
204161,Mathew,Sawin,U,19860225,CAN,1986-02-25
204162,Ryan,Sluchinski,U,19890415,CAN,1989-04-15
204163,Yusuf,Abdul Nabi,U,19850711,BRN,1985-07-11
204164,Abdul Latif,Al Murraghi,U,19860430,BRN,1986-04-30
204165,Salvador,Sasson,U,19881219,URU,1988-12-19
204166,Armin,Fazlic,U,19880820,BIH,1988-08-20
204167,Daniel,Molgaard Nielsen,R,19770804,DEN,1977-08-04
204168,Paul,Trumble,U,19701229,DEN,1970-12-29
204169,Santi,Vizcaino,U,19620811,ESP,1962-08-11
204170,Christophe,Noblet,U,19870116,FRA,1987-01-16
204171,Eric,Noblet,U,19810322,FRA,1981-03-22
204172,Nicolas,Dupret,U,19800610,FRA,1980-06-10
204173,Hamid,Hejazi,U,19790802,GBR,1979-08-02
204174,Francesco,Esposito,U,19860116,ITA,1986-01-16
204175,Luka,Djordjevic,U,19850805,SCG,1985-08-05
204176,Rok,Ferjan,U,19770820,SLO,1977-08-20
204177,Anej,Morelj,U,19820909,SLO,1982-09-09
204178,Juan Antonio,Caceres Ramos,U,19710305,ESP,1971-03-05
204179,Francisco Jose,Gomez Perez,U,19690705,ESP,1969-07-05
204180,Nikica,Simic,U,19830618,BIH,1983-06-18
204181,Jan,Hoekzema,R,19870105,GER,1987-01-05
204182,Christian,Linsing,U,19870428,GER,1987-04-28
204183,Niklas,Nebelung,U,19880901,GER,1988-09-01
204184,Timo,Linsing,U,19871022,GER,1987-10-22
204185,Alexander,Neumann,U,19850130,GER,1985-01-30
204186,Filippo,Wellenfeld,U,19890210,ITA,1989-02-10
204187,Frederico,Mendes,U,19860620,BRA,1986-06-20
204188,Elkin Dario,Rios Granadoa,U,19710913,COL,1971-09-13
204189,Yuichi,Uda,R,19860522,JPN,1986-05-22
204190,Masatoshi,Sakai,U,19880209,JPN,1988-02-09
204191,Kosuke,Sato,U,19860811,JPN,1986-08-11
204192,Hussein,Badreddine,L,19711022,LIB,1971-10-22
204193,Wissam,Ayyash,R,19861212,LIB,1986-12-12
204194,Anis,Haddad,R,19870624,LIB,1987-06-24
204195,Roger,Majdalani,R,19850601,LIB,1985-06-01
204196,Nick,Crossley,U,19810522,USA,1981-05-22
204197,Matthew,Ozurovich,U,19850113,USA,1985-01-13
204198,Josh,Hamilton,U,19840410,USA,1984-04-10
204199,Han,Herrick,U,19610815,USA,1961-08-15
204200,Jamol,Umarov,U,19880125,UZB,1988-01-25
204201,Gaston,Cillo,U,19750425,ARG,1975-04-25
204202,Tomas,Psohlavec,U,19860330,CZE,1986-03-30
204203,Radek,Simon,U,19830919,CZE,1983-09-19
204204,Tomas,Huza,U,19870525,CZE,1987-05-25
204205,Jacek,Bernatowicz,U,19760618,POL,1976-06-18
204206,Thomas,Nowak,U,19790825,DEN,1979-08-25
204207,Alexander,Beyer,R,19790325,GER,1979-03-25
204208,Sascha,Muller,U,19760913,GER,1976-09-13
204209,Krasimir,Kirov,U,19800110,BUL,1980-01-10
204210,Michael,Rebele,U,19771229,GER,1977-12-29
204211,Frank,Schmitt,U,19790703,GER,1979-07-03
204212,Alexander,Rauch,U,19721105,GER,1972-11-05
204213,Ingo,Eberle,U,19670327,GER,1967-03-27
204214,Roderik,Gerritsma,U,19811109,NED,1981-11-09
204215,Rogier,Hoff,U,19830511,NED,1983-05-11
204216,Leon,Van Der Linden,U,19860204,NED,1986-02-04
204217,Niels,Vergeer,U,19820321,NED,1982-03-21
204218,Alex,Trifu,U,19861111,ROU,1986-11-11
204219,Razvan,Bercea,U,19870531,ROU,1987-05-31
204220,Rares,Bot,U,19810509,ROU,1981-05-09
204221,Bogdan,Bot,U,19800331,ROU,1980-03-31
204222,Dusan,Medan,U,19860826,SCG,1986-08-26
204223,Dusan,Zivkovic,U,19860822,SCG,1986-08-22
204224,Marko,Zivkovic,U,19870323,SCG,1987-03-23
204225,Jon,Sigurdsson,U,19870612,SWE,1987-06-12
204226,Abel,Garcia Martinez,U,19890329,ESP,1989-03-29
204227,Ulises,Lopez Selva,U,19880801,ESP,1988-08-01
204228,Ruben,Mayans Reynau,U,19880324,ESP,1988-03-24
204229,Pelayo,Perez Martinez,U,19680702,ESP,1968-07-02
204230,Sergio,Fita Garrido,U,19800712,ESP,1980-07-12
204231,Eric,Garcia Koch,U,19881203,ESP,1988-12-03
204232,Borja,Garcia Truchado,U,19850815,ESP,1985-08-15
204233,Pablo,Nicieza Martinez,U,19880815,ESP,1988-08-15
204234,Arturo,Fernandez,U,19780304,ESP,1978-03-04
204235,Alvaro,Benitez Fernandez,U,19890316,ESP,1989-03-16
204236,Alexsander,Radchenko,U,19750203,RUS,1975-02-03
204237,David,Campbell,R,19861110,AUS,1986-11-10
204238,Lucas,Brito,U,19870629,BRA,1987-06-29
204239,Felipe,Buneder,U,19831121,BRA,1983-11-21
204240,Leandro,Bezerra,U,19880331,BRA,1988-03-31
204241,Carlos,Fujita,U,19890706,BRA,1989-07-06
204242,Davi,Barros,U,19720414,BRA,1972-04-14
204243,Marinaldo Gomes De,Albuquerque,U,19801023,BRA,1980-10-23
204244,Nicolas,Ortega,R,19851218,CHI,1985-12-18
204245,Siamak,Fallah Mohammadi,R,19770404,IRI,1977-04-04
204246,John Pierre,Fruttero,U,19710218,USA,1971-02-18
204247,Tatsuji,Koiwa,U,19830806,JPN,1983-08-06
204248,Rachid,Kossih,U,19780801,MAR,1978-08-01
204249,Joshua,Raff,U,19850227,USA,1985-02-27
204250,Jeff,Bucher,U,19860904,USA,1986-09-04
204251,Joe,Withers,U,19860901,USA,1986-09-01
204252,Zoltan,Hamori,U,19730521,HUN,1973-05-21
204253,Laszlo,Steiner,U,19750515,HUN,1975-05-15
204254,Ivan,Rummel,U,19870826,HUN,1987-08-26
204255,Ferenc,Kellner,U,19800708,HUN,1980-07-08
204256,Peter,Sauska,U,19851028,HUN,1985-10-28
204257,Martin,Pistek,U,19871109,SVK,1987-11-09
204258,Piotr,Haczek,U,19760714,POL,1976-07-14
204259,Branislav,Kalis,U,19840623,SVK,1984-06-23
204260,Mauro,Rodighiero,U,19800208,ITA,1980-02-08
204261,Emanuele,De Leo,U,19870404,ITA,1987-04-04
204262,Carlo,Pinti,U,19730426,ITA,1973-04-26
204263,Adnan,Khan,L,19861231,PAK,1986-12-31
204264,Akbar,Pataudi,R,19850528,PAK,1985-05-28
204265,Walter,Grunfeld,U,19660430,ARG,1966-04-30
204266,Alejandro,Chacon,U,19750921,VEN,1975-09-21
204267,Emmanuel,Dickson,R,19880128,NGR,1988-01-28
204268,Stephen,Christopher,U,19850101,NGR,1985-01-01
204269,Shadi,Bardaouil,U,19830411,TOG,1983-04-11
204270,Ugochukwu,Ogbonna,U,19760208,NGR,1976-02-08
204271,Daniel,Almaraz,U,19880223,MEX,1988-02-23
204272,Mauricio,Ballivian,U,19881018,BOL,1988-10-18
204273,Christophe,Lens,U,19780607,BEL,1978-06-07
204274,Jordi,Marees,U,19840822,NED,1984-08-22
204275,David,Jobert,R,19790116,FRA,1979-01-16
204276,Nicolas,Vial,U,19721127,FRA,1972-11-27
204277,Igor,Ivanov,U,19600331,UZB,1960-03-31
204278,Nikoloz,Bakradze,U,19890616,GEO,1989-06-16
204279,Bichiko,Ramishvili,U,19890701,GEO,1989-07-01
204280,Juan Pedro,Maria Sanchez,U,19860117,ESP,1986-01-17
204281,Jose Miguel,Moreno Jordan,U,19810908,ESP,1981-09-08
204282,Mariano,Gallardo Ripoll,U,19860916,ESP,1986-09-16
204283,Andres,Santos Nogales,U,19700815,ESP,1970-08-15
204284,Geri,Giustino,U,19871225,ITA,1987-12-25
204285,Juan P,Velez,U,19880423,COL,1988-04-23
204286,M Nooriman,Nooriman,U,19721119,INA,1972-11-19
204287,Abigael,Abigael,U,19800813,INA,1980-08-13
204288,Christian,Adinata,U,19850723,INA,1985-07-23
204289,Henryk,Seeger,U,19810919,GER,1981-09-19
204290,Marc,Vogel,U,19860201,GER,1986-02-01
204291,Ryan,Vogl,U,19821118,USA,1982-11-18
204292,Kula,Oda,U,19740820,USA,1974-08-20
204293,Luca,Lecis,U,19730424,ITA,1973-04-24
204294,Jan,Trage,U,19870226,CZE,1987-02-26
204295,Frantisek,Vinopal,U,19880311,CZE,1988-03-11
204296,Jaroslav,Volenik,U,19890201,SVK,1989-02-01
204297,Jiri,Nemecek,U,19880212,CZE,1988-02-12
204298,Antonin,Panek,U,19721110,CZE,1972-11-10
204299,Rodrigo,Berkembrock,U,19840129,BRA,1984-01-29
204300,Kabelo,Banda,U,19900713,BOT,1990-07-13
204301,Bakang,Mosinyi,U,19890228,BOT,1989-02-28
204302,Juan Ignacio,Seminara,U,19860609,ARG,1986-06-09
204303,Carl,Ghossoub,U,19891025,LIB,1989-10-25
204304,Mahmoud,Khalifa,U,19790728,UAE,1979-07-28
204305,Philipp,Zelder,U,19821124,GER,1982-11-24
204306,Murilo,Souza,U,19880630,BRA,1988-06-30
204307,Brock,Mustard,U,19870806,NZL,1987-08-06
204308,Kyle Duncan,August,U,19890316,NZL,1989-03-16
204309,Marin,Markovich,U,19861228,NZL,1986-12-28
204310,Matt,Long,R,19820629,USA,1982-06-29
204311,Andrew,Mazlin,U,19870126,USA,1987-01-26
204312,Rick,Simeon,U,,USA,
204313,Dennis,Lutjohann,U,19790126,NED,1979-01-26
204314,Maurice,Van Leeuwen,U,19850912,NED,1985-09-12
204315,Tim,Sommer,U,19810316,GER,1981-03-16
204316,Philipp,Overdiek,U,19860208,GER,1986-02-08
204317,Lars Joern,Berger,R,19860916,GER,1986-09-16
204318,Christian,Knoop,U,19850319,GER,1985-03-19
204319,Stephane,Harhots,U,19790127,UKR,1979-01-27
204320,David,Gaboreau,U,19750718,FRA,1975-07-18
204321,Jean Hubert,Genevay,U,19741204,FRA,1974-12-04
204322,Jerome,Eraud,U,19840616,FRA,1984-06-16
204323,Guillaume,Vidallet,U,19790408,FRA,1979-04-08
204324,Pablo,Richard,U,19860218,SUI,1986-02-18
204325,Carsten,Storm Thorstensen,U,19850528,NOR,1985-05-28
204326,Mohamed,Dawoudi,U,19880115,EGY,1988-01-15
204327,Marc,Villacampa Roses,U,19780602,ESP,1978-06-02
204328,Raffaele,Cimadon,U,19760817,ITA,1976-08-17
204329,Claudio,Rosini,U,19690129,ITA,1969-01-29
204330,Danilo,Randazzo,U,19880228,ITA,1988-02-28
204331,Sergio,Tarquino,U,19890112,ITA,1989-01-12
204332,Aleksander,Engevold,U,19860303,NOR,1986-03-03
204333,Alen,Haluzan,U,19870624,CRO,1987-06-24
204334,Bojan,Kovac,U,19880321,CRO,1988-03-21
204335,Pavel,Tartasyuk,U,19870519,UKR,1987-05-19
204336,Christopher,Parker,R,19841228,GBR,1984-12-28
204337,Batikan,Colpan,R,19880913,TUR,1988-09-13
204338,Peter,Kalogeropoulos,U,19770822,GRE,1977-08-22
204339,Atanas,Rangelov,U,19670312,BUL,1967-03-12
204340,Pavlos,Stefanidis,U,19890128,GRE,1989-01-28
204341,Paolo,Della Penna,U,19720312,ITA,1972-03-12
204342,Albert,Modul,U,19700224,ESP,1970-02-24
204343,Gerard,Rabell,U,19790927,ESP,1979-09-27
204344,Bogdan George,Tronciu,R,19890421,ROU,1989-04-21
204345,Daniele,Moretti,U,19750522,ITA,1975-05-22
204346,Marek,Vojacek,U,19750525,CZE,1975-05-25
204347,Jonathan,Maskens,U,19860307,GBR,1986-03-07
204348,Marc,Hill,U,19810925,USA,1981-09-25
204349,Piotr,Obuchowicz,U,19850124,POL,1985-01-24
204350,Francesco,Degli Angeli,U,19700730,ITA,1970-07-30
204351,Vjekoslav,Stipanic,U,19870311,SCG,1987-03-11
204352,Leonardo,Morandini,U,19891218,ITA,1989-12-18
204353,Miha,Lavrgna,U,19880701,SLO,1988-07-01
204354,Matej,Nemec,U,19841227,SLO,1984-12-27
204355,Antonio,Robertson,U,19720225,USA,1972-02-25
204356,Sinan,Goncu,U,19880801,TUR,1988-08-01
204357,Gianni,Schianchi,U,19870410,ARG,1987-04-10
204358,Agustin,Serenelli,U,19870814,ARG,1987-08-14
204359,Jaime,Viana,U,19810507,BRA,1981-05-07
204360,Bruno,Echer,U,19880109,BRA,1988-01-09
204361,Kenta,Inaba,U,19860630,JPN,1986-06-30
204362,Yoshitaka,Masuda,U,19870422,JPN,1987-04-22
204363,Yuuta,Yamamoto,U,19841030,JPN,1984-10-30
204364,Tomohiro,Mori,U,19840128,JPN,1984-01-28
204365,Yuto,Koide,U,19861122,JPN,1986-11-22
204366,Yusuke,Anada,U,19840610,JPN,1984-06-10
204367,Akio,Toyonaga,U,19870118,JPN,1987-01-18
204368,Yuichiro,Hama,U,19810311,JPN,1981-03-11
204369,Takafumi,Imadegawa,U,19870401,JPN,1987-04-01
204370,Yuichi,Yoneyama,U,19880925,JPN,1988-09-25
204371,Akira,Shinya,U,19850307,JPN,1985-03-07
204372,Atushi,Kitamura,U,19840405,JPN,1984-04-05
204373,Joo Seung,Park,U,19840528,KOR,1984-05-28
204374,Yong Kyun,Yang,U,19820524,KOR,1982-05-24
204375,Dong Seob,Shin,U,19860520,KOR,1986-05-20
204376,Jeong Hyo,Lee,U,19820606,KOR,1982-06-06
204377,Tahir,Etrane,U,19850302,MAR,1985-03-02
204378,Abdelkrim,Rachid,U,19760101,MAR,1976-01-01
204379,Gabriel,Coren,U,19800416,USA,1980-04-16
204380,Dan,Siari,U,,USA,
204381,Christopher,Snoap,U,19790724,USA,1979-07-24
204382,John,Setticerze,U,19581006,USA,1958-10-06
204383,Boris,Barrios,U,19880102,VEN,1988-01-02
204384,Paul,Valenti,U,19781018,USA,1978-10-18
204385,Eymen,Ghanoudi,U,19900807,TUN,1990-08-07
204386,Gabor,Hars,U,19770402,HUN,1977-04-02
204387,Tamas,Dobrotka,U,19880406,HUN,1988-04-06
204388,Dominik,Schwerdtfeger,U,19821109,GER,1982-11-09
204389,Arnaldo,Maglione,U,19731002,VEN,1973-10-02
204390,Matthew,Metully,U,19841027,USA,1984-10-27
204391,Patrick,Morris,U,19830421,USA,1983-04-21
204392,Eduardo,Elizondo,U,19800913,MEX,1980-09-13
204393,Kuty,Vazana,R,19860504,ISR,1986-05-04
204394,Marco,Taccalite,U,19800520,ITA,1980-05-20
204395,Gerald,Mathews,U,19790719,USA,1979-07-19
204396,Arief,Darmawan,U,19720819,INA,1972-08-19
204397,Mohammad,Syahid,U,19780614,INA,1978-06-14
204398,Jemi,Majampoh,U,19781124,INA,1978-11-24
204399,Ahmad,Mu Tamir,U,19781026,INA,1978-10-26
204400,Fadi,Haddad,U,19681214,LIB,1968-12-14
204401,Elie,Mohasseb,U,19681128,LIB,1968-11-28
204402,Felix,Assad,U,19890920,LIB,1989-09-20
204403,Hachem,Hachem,U,19840724,LIB,1984-07-24
204404,Andrea,Travaglini,U,19730214,ITA,1973-02-14
204405,Marc,Fischer,R,19870410,GER,1987-04-10
204406,Paolo,Cavazzoli,U,19700921,ITA,1970-09-21
204407,Luca,Orlandini,U,19730704,ITA,1973-07-04
204408,Jon,Hayes,U,19850620,GBR,1985-06-20
204409,Sebastian,Schlosser,U,19820107,GER,1982-01-07
204410,Frank,Ockenfeld,U,19720609,GER,1972-06-09
204411,Petr,Grigorev,U,19890814,RUS,1989-08-14
204412,Tomas,Urban,U,19800518,CZE,1980-05-18
204413,Moritz,Nonnenkamp,U,19711103,GER,1971-11-03
204414,Marcus,Wagstaff,U,19771007,GBR,1977-10-07
204415,Andrew,Watts,U,19850320,GBR,1985-03-20
204416,Kevin,Krajewski,U,19871016,GER,1987-10-16
204417,Alexander,Scheidgen,U,19910320,GER,1991-03-20
204418,Rastislav,Relic,R,19840908,SCG,1984-09-08
204419,Ninoslav,Knapic,U,19861226,CRO,1986-12-26
204420,Tin,Pongracic,L,19871205,CRO,1987-12-05
204421,Konstantin,Milgram,U,19860716,RUS,1986-07-16
204422,Florian,Niederloehne,U,19870628,GER,1987-06-28
204423,Dennis,Schwarz,U,19861014,GER,1986-10-14
204424,Michal,Koziarek,U,19880520,POL,1988-05-20
204425,Pelayo,Berjano Tartiere,U,19880903,ESP,1988-09-03
204426,Javier,Martinez,U,19600115,ESP,1960-01-15
204427,Daniel,Piquero,U,19741229,ESP,1974-12-29
204428,Robert,Kaneary,U,19870604,CAN,1987-06-04
204429,Alexander,Panasik,R,19870329,BLR,1987-03-29
204430,Thomas,De Jong,R,19860829,NED,1986-08-29
204431,Farsad,Zoroofchi,U,19830214,GER,1983-02-14
204432,Vincent,Guyenne,U,19800611,FRA,1980-06-11
204433,Ivan,Thomann Luttenauer,U,19860513,FRA,1986-05-13
204434,Julien,Toniutti,U,19860619,FRA,1986-06-19
204435,Fabien,Guiyoule,U,19760901,FRA,1976-09-01
204436,Nils Magnus,Iwdal,R,19890512,SWE,1989-05-12
204437,Marcus,Filipek,R,19890526,SWE,1989-05-26
204438,Fredric,Sandberg,R,19880120,SWE,1988-01-20
204439,Patrik,Kullman,U,19851016,SWE,1985-10-16
204440,Patrik,Eberle,U,19900119,GER,1990-01-19
204441,Tom,Van Ooij,U,19840521,NED,1984-05-21
204442,Magino,Marvaux Cochet,U,19841010,FRA,1984-10-10
204443,Robin,Thiberg,U,19890126,SWE,1989-01-26
204444,Christoffer,Wannberg,U,19881005,SWE,1988-10-05
204445,Mahir,Karaman,U,19840515,SWE,1984-05-15
204446,Johan,Gabrielsson,U,19890711,SWE,1989-07-11
204447,Carl Johan,Rippe,U,19880803,SWE,1988-08-03
204448,Rickard,Jovic,U,19870206,SWE,1987-02-06
204449,Simon,Lundin,U,19880815,SWE,1988-08-15
204450,Catalin Marian,Cotora,U,19830814,ROU,1983-08-14
204451,Vladimir,Dembinski,U,19871104,ROU,1987-11-04
204452,Mihai,Ciulea,U,19900414,ROU,1990-04-14
204453,Razvan,Codos,U,19860127,ROU,1986-01-27
204454,Valentin,Neacsu,U,19890205,ROU,1989-02-05
204455,Laszlo,Pirok,U,19670128,HUN,1967-01-28
204456,Mauro,Sarnella,U,19700728,ITA,1970-07-28
204457,Leonardo,Santangelo,U,19850125,ITA,1985-01-25
204458,William,Auger,R,19851205,GBR,1985-12-05
204459,Guy,Stebbings,U,19860806,GBR,1986-08-06
204460,Alistair,Cernik,U,19850106,GBR,1985-01-06
204461,Andreas,Ebrahimzadeh,U,19830315,GER,1983-03-15
204462,Carl,Lie,R,19880223,SWE,1988-02-23
204463,Kareem,Halaby,U,19840803,EGY,1984-08-03
204464,Guido,Sola,U,19880410,ARG,1988-04-10
204465,Manuel,Astrada,U,19771011,ARG,1977-10-11
204466,Gonzalo,Ocano,U,19871020,ARG,1987-10-20
204467,Federico,Notrica,L,19840820,ARG,1984-08-20
204468,Ignacio,Treglia,R,19861103,ARG,1986-11-03
204469,Andres,Flores,U,19890423,BOL,1989-04-23
204470,Petr,Baco,R,19841225,CZE,1984-12-25
204471,Ronny,Ndinya,U,19861014,KEN,1986-10-14
204472,Medour,Rusthei,U,19640714,SUD,1964-07-14
204473,Waleed,Grif,U,19791115,SUD,1979-11-15
204474,Andri,Cubung,U,19870318,INA,1987-03-18
204475,Johanes,Indra Tolip,U,19870607,INA,1987-06-07
204476,Alvin Putra,Kurniawan,U,19890315,INA,1989-03-15
204477,Sonny,Purnomo,U,19910227,INA,1991-02-27
204478,Rendy,Reo Rampen,U,19731206,INA,1973-12-06
204479,Tirta,Ismaya,U,19780728,INA,1978-07-28
204480,Oki,Nurachman,U,19881025,INA,1988-10-25
204481,William,Chandra Tjong,U,19870520,INA,1987-05-20
204482,Regan,Hilarius,U,19870928,INA,1987-09-28
204483,Edilson,Silva,U,19730331,BRA,1973-03-31
204484,Cesar,Oliveira,U,19780327,BRA,1978-03-27
204485,Gustavo,Schaefer,U,19880112,BRA,1988-01-12
204486,Hans,Koser,U,19900826,URU,1990-08-26
204487,Carlo,Del Prete,U,19900102,ITA,1990-01-02
204488,Riccardo,Farci,U,19651008,ITA,1965-10-08
204489,Jonay,Cantero Contreras,U,19880124,ESP,1988-01-24
204490,Arturo,Di Filippo,U,19670314,ITA,1967-03-14
204491,Colin,Mascall,U,19850418,CAN,1985-04-18
204492,Andrea,Trono,U,19800105,ITA,1980-01-05
204493,Karim,Ahmad,U,19900904,BEL,1990-09-04
204494,Daniel,Lago Gonzalez,R,19900801,ESP,1990-08-01
204495,Angel,Garcia Martinez,U,19831007,ESP,1983-10-07
204496,Shay,Sagie,U,19880801,ISR,1988-08-01
204497,Itai,Yaka,U,19881126,ISR,1988-11-26
204498,Marko,Toic,U,19800103,CRO,1980-01-03
204499,Tim,Low,U,19890504,AUS,1989-05-04
204500,James,Cagliarini,U,19870620,AUS,1987-06-20
204501,Tristan,Enright,R,19870406,AUS,1987-04-06
204502,Oteng,Molomo,U,19851003,BOT,1985-10-03
204503,Tshepang,Tlhankane,U,19851201,BOT,1985-12-01
204504,Forward,Moyo,U,19790808,ZIM,1979-08-08
204505,Eric,Mpofu,U,19860123,ZIM,1986-01-23
204506,Bradwin,Williams,U,19871012,RSA,1987-10-12
204507,Dan,Stoner,U,19790302,GBR,1979-03-02
204508,Chad,Becker,U,19861117,USA,1986-11-17
204509,Jarred,Diepraam,U,19820702,RSA,1982-07-02
204510,Jhonny,Figueroa,U,19871206,VEN,1987-12-06
204511,Juan,Abuchaibe,U,19771202,COL,1977-12-02
204512,Gabriel,Perez Correa,U,19910407,ESP,1991-04-07
204513,Giri,Sitham,U,19830918,MAS,1983-09-18
204514,Juan Carlos,Vazquez Bonilla,U,19881026,MEX,1988-10-26
204515,Christian,Warnholtz Turban,U,19850717,MEX,1985-07-17
204516,Sumit,Choudhary,U,19840921,IND,1984-09-21
204517,Radek,Pivonka,U,19860918,CZE,1986-09-18
204518,Ricardo,Palm,R,19880106,VEN,1988-01-06
204519,Omar Alejandro,Carrasco Perrozzi,U,19910820,VEN,1991-08-20
204520,Martin,Motalbett,U,,ARG,
204521,Daniel,Kristiansen,R,19860527,NOR,1986-05-27
204522,Francis,Sanchinelli,U,19880725,GUA,1988-07-25
204523,Alexander,Wieland Castillo,U,19881029,MEX,1988-10-29
204524,Rafael,Cervantes,U,19690628,MEX,1969-06-28
204525,Raul,Villalbazo,L,19640301,MEX,1964-03-01
204526,James,Wong,U,19880711,AUS,1988-07-11
204527,Jonathan,Banos,U,19770208,MEX,1977-02-08
204528,Robert,Foy,U,19880224,NZL,1988-02-24
204529,Patrick,Metham,R,19880422,NZL,1988-04-22
204530,Lahcen,Sbika,U,19730414,MAR,1973-04-14
204531,Karim,Bichra,U,19881201,MAR,1988-12-01
204532,Faical,Karkouda,U,19870524,MAR,1987-05-24
204533,Mostafa,Jaouhari,U,19780101,MAR,1978-01-01
204534,Jose,Zaatini,U,19911009,VEN,1991-10-09
204535,Indiana,Pratt,U,19890722,DEN,1989-07-22
204536,Rehman,Esmail,U,19841010,CAN,1984-10-10
204537,Sam,Huffman,U,,USA,
204538,Sergio,Sabadello,U,19710227,ARG,1971-02-27
204539,Gunther,Fercher,U,19841006,AUT,1984-10-06
204540,Frans,Folkvord,U,19860724,NED,1986-07-24
204541,Robert,Van Ewijk,U,19871023,NED,1987-10-23
204542,Jonathan,Askey,U,19811028,GBR,1981-10-28
204543,Xavier,Garcia Parra,U,19890131,ESP,1989-01-31
204544,Giovanne,Ballarin,U,19790218,BRA,1979-02-18
204545,Ivo,Padjen,U,19650520,CRO,1965-05-20
204546,Felix,Remmers,U,19831121,GER,1983-11-21
204547,Sergio,Rizzo,U,19730517,ITA,1973-05-17
204548,M,Ishidu,R,,JPN,
204549,A,Mizuno,R,,JPN,
204550,M,Uetsuji,R,,JPN,
204551,Unknown,Garcia Cors,U,,,
204552,Estaban,Reyes,U,,MEX,
204553,Peter,Gerads,R,,NED,
204554,John,Joyce,R,,USA,
204555,Tom,Porter,U,,USA,
204556,Steve,Casati,R,,USA,
204557,Brian,Mcnamee,R,,AUS,
204558,Lars,Roos,R,,,
204559,Unknown,Gynaudi,R,,,
204560,J,Sorensen,R,,,
204561,P,Krajcik,R,,USA,
204562,Len,Allen,R,,USA,
204563,S,Anadian,R,,IND,
204564,James,Yarbrough,R,,USA,
204565,X,Pryadarsi,U,,,
204566,John,Mayotte,R,19480528,USA,1948-05-28
204567,Jim,Ratliff,U,,,
204568,Turner,Ragsdale,R,,USA,
204569,Marco,Novelo,R,,MEX,
204570,Jerry,Wheeler,R,,USA,
204571,Ken,Birkett,R,,USA,
204572,Unknown,Ghoufe,U,,IND,
204573,,Bryabayshi,U,,IND,
204574,,Baghuiem,U,,IND,
204575,Kristien,Cee,R,,USA,
204576,Dennis,Englebrecht,R,,USA,
204577,Kenny,Rogers,U,,USA,
204578,Wayne,Redondo,R,,USA,
204579,Mike,Capelouto,U,,USA,
204580,Mike,Klarr,R,,USA,
204581,Chris,Chapin,R,19500423,USA,1950-04-23
204582,,Ileto,R,,,
204583,Unknown,Shretta,R,,,
204584,Juan,Martin (Bra),R,,BRA,
204585,Fernando,Van Ortz,R,,BRA,
204586,Isidoro,Alvisi,R,,ITA,
204587,Luigi,Costa,R,,ITA,
204588,Unknown,Sahlman,R,,USA,
204589,Unknown,Malley,R,,,
204590,Jose,Jauregui,R,,MEX,
204591,Unknown,Karney,R,,,
204592,Unknown,Piquemal,R,,FRA,
204593,Unknown,Panui,R,,,
204594,H,Hsu,R,,CHN,
204595,Unknown,Andres,R,,,
204596,,Wyatt,R,,,
204597,Ali,Mandani,R,,IRI,
204598,Dave,Delancey,R,,USA,
204599,Ali,Kahn,R,,USA,
204600,Roy,Dance,R,,USA,
204601,Fred,Mullane,R,,USA,
204602,Unknown,Staub,R,,USA,
204603,Trevor,Reeves,U,,AUS,
204604,Joseh,Salibi,R,,BRA,
204605,Asimiu,Oba,R,,NGR,
204606,Ayoola,Obi,R,,NGR,
204607,O,Obanure,R,,NGR,
204608,A,Aguilar,R,,MEX,
204609,B,Baraldi,R,,ITA,
204610,T,Mcneil,R,,USA,
204611,Brian,Bowman,R,,AUS,
204612,J,Karamitsu,R,,JPN,
204613,Terry,Saunders,R,,AUS,
204614,Andrea,Rizzo,R,,ITA,
204615,Ian,Hewitt,R,,GBR,
204616,,Ritcher,U,,,
204617,Patrick,Bousquet,R,,FRA,
204618,Somsak,Rintaranulux,R,,THA,
204619,E,Pampoulov,U,,,
204620,,Geliaskov,U,,,
204621,,Hennik,R,,,
204622,Nigel,Orourke,R,,CAN,
204623,Hugh,Orourke,R,,CAN,
204624,Brian,Halder,R,,CAN,
204625,Paul,Odonoghue,R,,CAN,
204626,S,Dellisanti,R,,ITA,
204627,Morakinyo,Akande,R,,NGR,
204628,Olalekan,Onileere,R,,NGR,
204629,M,Flanders,R,,USA,
204630,Kreg,Yingst,R,19591216,USA,1959-12-16
204631,Billy,Porter,R,,USA,
204632,Carlos,Medranos,R,,MEX,
204633,Shinichi,Fujiwara,R,,JPN,
204634,Rob,Castorri,R,,USA,
204635,Vincente,Braga,R,,ITA,
204636,,Stape,R,,,
204637,Carlos,Sa,R,,BRA,
204638,Marcio,Alegre,R,,BRA,
204639,I,Cocodia,R,,NGR,
204640,J,Atiso,R,,GHA,
204641,C,Nzekwe,R,,NGR,
204642,Friday,Ohunwu,R,,NGR,
204643,,Carney,U,,,
204644,Unknown,Holchand,R,,,
204645,Unknown,Mignucci,R,,ITA,
204646,Martin,Whitehead,R,,,
204647,Unknown,Montagno,R,,,
